year,iso3c,135,138,136
2021,FLK,NA,NA,NA
2021,FRA,1,1,1
2021,FRO,1,1,1
2021,FSM,NA,NA,NA
2021,GAB,1,1,1
2021,GBR,1,NA,1
2021,GEO,1,NA,1
2021,GGY,NA,NA,NA
2021,GHA,0,NA,1
2021,GIB,NA,NA,NA
2021,GIN,1,0,1
2021,GLP,1,1,1
2021,GMB,1,0,1
2021,GNB,NA,NA,NA
2021,GNQ,1,1,1
2021,GRC,1,1,1
2021,GRD,0,NA,1
2021,GRL,NA,NA,NA
2021,GTM,0,0,0
2021,GUF,1,1,1
2021,GUM,NA,NA,NA
2021,GUY,NA,NA,0
2021,HKG,1,1,1
2021,HMD,NA,NA,NA
2021,HND,1,0,1
2021,HRV,1,1,1
2021,HTI,NA,NA,0
2021,HUN,1,1,1
2021,IDN,1,0,1
2021,IMN,NA,NA,NA
2021,IND,1,0,1
2021,IOT,NA,NA,NA
2021,IRL,1,1,1
2021,IRN,1,NA,1
2021,IRQ,1,0,0
2021,ISL,1,0,0
2021,ISR,1,1,1
2021,ITA,1,1,1
2021,JAM,0,0,1
2021,JEY,NA,NA,NA
2021,JOR,1,0,1
2021,JPN,1,1,1
2021,KAZ,1,1,1
2021,KEN,1,NA,1
2021,KGZ,1,1,1
2021,KHM,1,0,1
2021,KIR,NA,NA,0
2021,KNA,1,1,1
2021,KOR,1,0,1
2021,KWT,0,1,1
2021,LAO,NA,NA,1
2021,LBN,NA,NA,NA
2021,LBR,1,0,0
2021,LBY,1,0,0
2021,LCA,NA,NA,0
2021,LIE,1,1,1
2021,LKA,1,0,1
2021,LSO,1,NA,0
2021,LTU,1,1,1
2021,LUX,1,0,1
2021,LVA,1,1,1
2021,MAC,1,1,1
2021,MAF,NA,NA,NA
2021,MAR,0,1,1
2021,MCO,NA,NA,NA
2021,MDA,1,0,1
2021,MDG,0,0,0
2021,MDV,1,0,1
2021,MEX,1,1,1
2021,MHL,NA,NA,NA
2021,MKD,1,1,1
2021,MLI,1,NA,NA
2021,MLT,1,NA,1
2021,MMR,1,NA,1
2021,MNE,NA,NA,NA
2021,MNG,1,1,1
2021,MNP,1,0,1
2021,MOZ,1,NA,1
2021,MRT,1,0,1
2021,MSR,NA,NA,NA
2021,MTQ,1,1,1
2021,MUS,1,1,1
2021,MWI,0,NA,1
2021,MYS,0,NA,1
2021,MYT,1,1,1
2021,"NAM",1,NA,1
2021,NCL,1,NA,NA
2021,NER,1,0,1
2021,NFK,NA,NA,NA
2021,NGA,NA,NA,NA
2021,NIC,NA,NA,0
2021,NIU,NA,NA,NA
2021,NLD,1,1,1
2021,NOR,1,1,1
2021,NPL,0,0,1
2021,NRU,1,0,0
2021,NZL,1,1,1
2021,OMN,1,1,1
2021,PAK,1,1,1
2021,PAN,1,0,0
2021,PCN,NA,NA,NA
2021,PER,0,NA,1
2021,PHL,1,NA,1
2021,PLW,1,0,0
2021,PNG,NA,NA,1
2021,POL,1,1,1
2021,PRI,1,1,1
2021,PRK,0,NA,1
2021,PRT,1,1,1
2021,PRY,0,0,0
2021,PSE,1,1,1
2021,PYF,NA,NA,NA
2021,QAT,1,1,1
2021,REU,1,1,1
2021,ROU,1,1,1
2021,RUS,1,1,1
2021,RWA,1,NA,1
2021,SAU,1,1,1
2021,SDN,1,0,1
2021,SEN,1,0,1
2021,SGP,1,1,1
2021,SGS,NA,NA,NA
2021,SHN,NA,NA,NA
2021,SJM,NA,NA,NA
2021,SLB,NA,NA,1
2021,SLE,1,0,1
2021,SLV,0,0,0
2021,SMR,NA,NA,NA
2021,SOM,NA,NA,NA
2021,SPM,NA,NA,NA
2021,SRB,1,1,1
2021,SSD,1,0,1
2021,STP,1,NA,1
2021,SUR,0,1,1
2021,SVK,1,1,1
2021,SVN,1,1,1
2021,SWE,1,1,1
2021,SWZ,1,0,1
2021,SXM,NA,NA,NA
2021,SYC,NA,NA,0
2021,SYR,NA,NA,0
2021,TCA,NA,NA,NA
2021,TCD,0,0,0
2021,TGO,1,0,0
2021,THA,1,1,1
2021,TJK,1,0,0
2021,TKL,1,0,0
2021,TKM,NA,NA,0
2021,TLS,0,NA,NA
2021,TON,1,1,1
2021,TTO,NA,NA,NA
2021,TUN,0,1,1
2021,TUR,1,1,1
2021,TUV,NA,NA,1
2021,TZA,1,1,1
2021,UGA,1,0,1
2021,UKR,0,NA,1
2021,UMI,NA,NA,NA
2021,URY,1,1,1
2021,USA,1,NA,NA
2021,UZB,1,1,1
2021,VAT,NA,NA,NA
2021,VCT,0,NA,0
2021,VEN,0,NA,NA
2021,VGB,0,NA,NA
2021,VIR,NA,NA,NA
2021,VNM,1,NA,1
2021,VUT,1,0,0
2021,WLF,NA,NA,NA
2021,WSM,1,1,1
2021,YEM,NA,NA,NA
2021,ZAF,1,0,1
2021,ZMB,1,NA,1
2021,ZWE,1,0,1
